No;SI_card;Wd;Punch;
1;505207;Va;08:29:43;
2;2009108;Va;10:41:21;
3;222911;Va;10:43:23;
4;2009107;Va;10:43:57;
5;2009113;Va;10:44:31;
6;1396218;Va;10:44:36;
7;1401007;Va;10:46:42;
8;45162;Va;10:50:27;
9;2009131;Va;10:51:00;
10;2009130;Va;10:51:12;
11;2009120;Va;10:53:42;
12;2056188;Va;10:53:46;
13;1396292;Va;10:53:59;
14;1401002;Va;11:04:34;
15;363401;Va;11:05:39;
16;1401004;Va;11:07:35;
17;1401009;Va;11:07:39;
18;1401010;Va;11:09:07;
19;45378;Va;11:25:22;
20;222907;Va;11:25:33;
