No;SI_card;Wd;Punch;
1;232809;Va;08:54:13;
2;2009107;Va;10:50:47;
3;2009108;Va;10:51:46;
4;1396218;Va;10:54:15;
5;222911;Va;10:54:24;
6;1401007;Va;11:00:45;
7;2009120;Va;11:01:42;
8;2056188;Va;11:01:45;
9;45162;Va;11:01:50;
10;2009130;Va;11:01:52;
11;2009131;Va;11:01:54;
12;2009113;Va;11:05:55;
13;363401;Va;11:21:12;
14;1401009;Va;11:22:48;
15;1401002;Va;11:23:07;
16;1401004;Va;11:23:13;
17;1396292;Va;11:45:09;
18;222907;Va;11:45:33;
19;45378;Va;11:45:35;
20;1401010;Va;11:47:56;
