No;SI_card;Wd;Punch;
1;505207;Va;08:17:17;
2;222911;Va;10:47:04;
3;1396218;Va;10:48:14;
4;1401007;Va;10:50:06;
5;2009113;Va;10:52:00;
6;45162;Va;10:57:15;
7;2009130;Va;10:57:19;
8;2009131;Va;10:57:28;
9;1401002;Va;11:12:49;
10;1401009;Va;11:14:08;
11;1401004;Va;11:14:09;
12;1401010;Va;11:15:06;
13;1396292;Va;11:15:09;
14;45378;Va;11:31:22;
15;222907;Va;11:31:24;
16;2025050;Va;11:51:41;
